User Name,Title,Rating,Time,Country,Content
Dorla,C'est la deuxième fois que je…,2,04/23/23,RE,C'est la deuxième fois que je l'utilise. J'aurais aimer avoir le solde de mon compte afin de faire des virements automatiquement.Cdt
--,A l'etranger comme en metropole pas de…,5,04/23/23,FR,A l'etranger comme en metropole pas de problème
Eric MALET,Quand je suis à l étranger pas de…,5,04/23/23,RE,Quand je suis à l étranger pas de surprise de frais a mon retour
LP,"Patient, il a essayé de trouver la…",4,04/23/23,RE,Patience et il a essayé de trouver la source du problème
Sebastien robert,Super  Rien à dire,5,04/23/23,RE,
My Contact,Toujours aucun mouvement chez notre…,1,04/23/23,FR,"Toujours aucun mouvement chez notre fameux Orange bank, suite à mon interrogation sur ce site le 14/04/2023. D’ailleurs pour votre information cette bank perd tellement d’argent chaque année qu’il essaye de vendre le fond, et cela semble dure à concrétiser…Je leurs ai envoyé un mail aucune réponse, déplorable de voir ce genre de comportement à notre époque.Phil M.Pour Mémoire mon historique ci dessous :Au mois de février j'ai demandé un déplacement de mes mensualités d'un crédit du 28 du mois au 5 du mois suivant. Effectivement, il vont prendre en compte ma demande rapidement mais sans aucune réflexion en me prélevant le 28 Février et le 5 Mars. d'ou deux mensualité a payer. A savoir qu'un credit est à payer par mois à, TERMES ECHU il ont donc basculer à l'heure initiative mon crédit à termes à échoir. Le principe était simple attendre M+30 pour présenter la mensualité.  Leurs sois disant ""EXPERT""entre nous soit dis, la compétence n'est pas au rdv compte tenu de leurs manque de réponse, en ce cachant derrière des réponses bien bordée "" Vous avez demandé donc ont à fait ..""Enfin, mon compte à découvert j'essaye encore de me faire entendre sans aucun succès, ne veulent rien entendre et ne comprennent rien et surtout pas les termes ""échu et échoir"" et en plus avec une tristesse intellectuelles effrayantes.A la fin, n'en pouvant plus j'ai recouvert mon débit sur mon compte, dès le lendemain je me suis aperçu d'un débit de 20€ pour frais bancaires avec en plus ma mensualité qui à été augmenté de 11% pour frais bancaires.Pour finir, j'ai demandé à revenir au payement de ma mensualité au 28 du mois, et là Miracle ils ont compris comment cela fonctionne et appliquer la loi du Crédit à termes Echu.Bref, je suis complètement dans l'expectative avec cette sois disant banque pour intervenir juridiquement, qui d'ailleurs à mon avis n'en est pas une et tiens plus de la petite boutique du quartier avec ces faiblesses.Ce jour, je n'ai plus d'hésitation à ne pas basculer mes comptes chez Orange.En effet, étant chez BOURSORAMA la tentative que j'ai faite chez Orange ma TOTALEMENT refroidi. Il faut savoir que la communication est possible chez eux mais très compliqué avec beaucoup de patience, ah oui si vous prenez la sois disant Carte premium facturé tout les mois, là il veulent bien vous parler au téléphone.Je vais attendre la fin de mon crédit et me débarrasser de cette ensemble incompétent.Je déconseille vivement cette sois disant banque."
Yves Pisani,Pratique d'utilisation,5,04/22/23,FR,Pratique d'utilisationCode carte bleue modifiableRenvoie d'une nouvelle CB rapide en cas de perteJ'arrête les grandes banques vont pleurer
Leloup,La notion de temps réel est sympa,4,04/22/23,FR,
Eyezzz,frais de transfert,2,04/22/23,FR,mauvaise surprise lorsque jai voulu transferer de l argent sur mon compte d'une autre banque( avec lequ l j approvisionne habituellement mon compte OB instantanément et sans frais) de me demander 15€ de frais pour cette opération ! jai donc retiré du liquide que jai reversé aur mon autre compte. Dommage.
Vix,Toujours aussi satisfait et facile à…,5,04/22/23,FR,Toujours aussi satisfait et facile à utiliser.
Goulian,Satisfait,5,04/22/23,FR,Très satisfait
Christian,très satisfait,4,04/22/23,FR,"Me convient très bien comme banque en ligne,  fiable et simple d'utilisation."
AUZANNET Brigitte,suivi du compte,5,04/22/23,FR,Savoir au jour le jour le solde de mon compte
Bamba,Bon accueil,5,04/22/23,CI,"Excellent accueil, écoute du client , conseil et laisse la décision finale au client, amabilité, merci"
Alain 06,très bien pour mon usage,5,04/22/23,FR,Toujours présente avec moi en cas d'oubli du portefeuille grâce à la possibilité de paiement sans contact via l'application mobile.
ANDRUSZKIEWICZ THIERRY -,Rapidité au niveau des mouvements…,5,04/22/23,FR,Rapidité au niveau des mouvements (instantané)APK facile d'emploi
MATHIEU  LAHALLE,Fonctionnement orange bank,4,04/21/23,FR,"Depuis 5 année chez orange bank, aucun problème au niveau du fonctionnement classique du compte, retrait, virement, carte, sécurité, petit bémol quand on veut s adresser à un conseiller, ce n est pas toujours simple"
Louis,Simplicité d'utilisation,5,04/21/23,FR,
BEAULAVON GERARD,Compte piraté,4,04/21/23,FR,Peut être il manque lorsque l on est piraté sur son compte le chat trop compliqué
Katabi,Très biens,5,04/21/23,RE,A l'écoute des clients.tres biens.
Adam,Vos conseillers sont accueillant et…,5,04/21/23,RE,Vos conseillers sont accueillant et performant comparé a d'autres banque. Super!
Marc,J'ai contracté un prêt travaux les…,5,04/21/23,FR,"J'ai contracté un prêt travaux les pièces justificatifs ont été simple à  transmettre,  et le retour à été assez rapide."
Cayot,Aucune aide on se bat seul contre des…,5,04/21/23,FR,Aucune aide on se bat seul contre des monstres qui vous ruinent
David  Bonacorsi,A recommander,4,04/21/23,FR,Credit express
Pena Alonso,Top!,5,04/21/23,FR,"Top, l'appli marche bien et c'est pratique"
Yahyaoui,Personne à l écoute et claire dans ces…,5,04/21/23,FR,Personne à l écoute et claire dans ces explications
Andréa Pouzet,Incompétence,1,04/21/23,FR,"Depuis trois semaines je ne peux plus accéder à mon compte en ligne. Malgré mes nombreuses demandes auprès du service client, le problème n'est pas réparé. Avoir un compte bancaire auquel on n'a aucun moyen d'accès, il n'y a que Orange pour faire ça !"
Beziz,Ce matin j'ai eu un échange avec un de…,5,04/20/23,FR,Ce matin j'ai eu un échange avec un de vos collaborateurs de son prénom Quentin qui a su très habillement avec beaucoup de patience et d'énergie et bien sûr d'un grand professionnalisme me rassurer je dis bravo orange Bank
Joëlle,une banque en ligne accessible à tous,5,04/20/23,FR,La navigation est facile et les opérations rapides à effectuer genre ajout de bénéficiaires de virement ou approvisionnement par carte bancaire
Lacisse ,Facilités de règlement,5,04/20/23,FR,Facilités de règlement : paiement fractionné.O
jean baptiste,retirer vos bille de là,1,04/20/23,FR,"bonjour, ahhhhhh quand il s'agit d'ouvrir un compte et d'empocher de l'argent pas de souci ils sont présent, par contre quand on fait une réclamation, y a plus personne, aucun contact malgré les multiples appel téléphonique et de mail envoyer. je déconseille cette banque pour lequel ca ne va que dans leur sens, empocher et ensuite dé.......... vous . et je parle pas de demande de pret, je parle de document , alors soit vous parler avec un robot de m....., ou se sont des réponses toute prete par un ordinateur de m.... , super ORANGE BANK , barrez vous tous de cette bank"
Adel Sta,Problème résolu assez rapidement,3,04/20/23,FR,"Problème résolu assez ra6. Mais, un chemin de croix pour joindre la bonne personne 160"
G Drwight,Client chez Orange bank,1,04/20/23,FR,"Client chez Orange bank, j'ai signalé 3 fois à plusieurs jours d’intervalle par l'intermédiaire du robot djingo (pas d'autre moyen de communiquer) que ma carte était muette. Chaque fois j'ai indiqué mon numéro de compte et le numéro de ma carte (qui se fait automatiquement). A chaque fois le robot m'indique que ma demande est prise en compte et que je vais recevoir un mail de confirmation. A ce jour, mes demandes sont marquées comme traitées, je n'ai toujours pas reçu de mail de confirmation et ma carte est toujours muette. A force de mettre des avis négatifs, un inconnu ""expert"" m'a invité à le contacter pour débloquer la situation. Voilà son conseil: ""Après vérification, je vous propose d'alimenter votre compte bancaire, de changer le code PIN de votre carte bancaire, d'effectuer un retrait et de retenter vos paiements. Car à notre niveau, la carte n'est pas bloquée et tous vos paramètres sont activés. Je vous propose de retenter et de revenir vers moi s'il vous plait. ""J'ai rentré ma colère et lui ai rappelé que la carte n'était pas bloquée mais muette dans certaines situations. Que la solution était simplement de remplacer la carte. Pourquoi faire simple quand on peut faire compliqué! A l'heure ou j'écris ces lignes, la situation est inchangée."
nath,Échangé très agréable,5,04/20/23,FR,
MME MURIEL ABATUCI,Accès au compte bloqué,5,04/19/23,FR,Je n'arrive pas à me connecter à mon compte.
Jean-Claude,Conseiller au top,5,04/19/23,FR,"Je n'arrivais pas à installer l'appli gbanque suite à un changement de numéro de téléphone,  en quelques secondes le conseiller en ligne a tout résolu"
Mme Marie-Anne Barth,COMPETENCE ET GENTILLESSE DE MANON,5,04/19/23,FR,
Zaurbek,Je suis satisfait,5,04/19/23,FR,J'ai eu toutes les réponses
Frédéric,Belle expérience client,5,04/19/23,FR,"Belle expérience client, transfert rapide avec l'expert que je devais recontacter pour valider un virement, experte très courtoise et très efficace. Vous avez beaucoup progressé car autrefois joindre l'expert pouvait être assez compliqué via le chatbot qui faisait barrage. => félicitations pour l'amélioration, très appréciable."
Sylvie urrutia/Lasserre,Très professionnel,5,04/19/23,FR,
Salami,La réactivité de l'expert,5,04/19/23,FR,L' expert à été très réactif à toutes mes questions posées.je recommande orange bank à tous ceux qui sont encore hésitant.
MM,concis et aimable,5,04/19/23,FR,
Marie Pierre Bourget,Appel strécurisé très bien,5,04/19/23,FR,Appel sécurisé Très bon accueil
Joachim BONNEAU,Application bêtement basique,3,04/19/23,FR,"Application bêtement basique, délais de réception de virement ridicules, pas de possibilité de recevoir ou d'émettre de virement instantanés. Bref je ne vois vraiment pas comment cette application a réussi a être élue meilleur appli bancaire. Prenez un compte N26 vous allez halluciner. Bref, je jour ou N26 est en RIB Français vous allez tellement souffrir...."
Drags,RETIRER TOUS VOTRE ARGENT DE CETTE BANQUE !,1,04/18/23,FR,"Orange Bank mon envoyé un e-mail le 17 février me précisant que mon compte allait être clôturé le 25 février 2023. Après énormément d'appels et de relances, le seul mot qui ont en bouche, c'est de me dire de patienter. (cela fait maintenant 3 mois que je patiente)...Nous sommes le 18 avril 2023 et mon compte n'est toujours pas clôturé et mon argent ne ma bien sur, toujours pas été renvoyé sur le RIB que je leurs ai fournis. Le délais pour clôturer un compte n'a pas du tout été respecté.J'ai saisi leurs médiateur bancaire, en attente de sa réponse. en espérant que cette situation ce réglé au plus vite car j'ai eu de graves préjudices à cause d'eux.Je ne RECOMMANDE a personnes de créer un compte chez eux, leurs entreprises a de grosse difficulté et essaye de se faire racheter par un groupe Américain, car ils ont perdu énormément d'argent depuis leurs ouverture...JE VOUS CONSEILLE A TOUS DE VITE RETIRER VOTRE ARGENT DE CETTE BANQUE AVANT QU'ILS VOUS PRENNENT TOUS ET METTENT DES MOIS, AVANT DE VOUS RENDRE VOTRE ARGENT (si ils le rendent un jour)..."
Yohan,Conseillère compétante,5,04/18/23,FR,"Conseillère aimable, réactive, et qui prend le temps de chercher les infos et les solutions."
Coralie,Une salariée vraiment au top !,5,04/18/23,FR,Un échange très professionnel et une femme humaine vraiment merci à Brigitte Giroux pour son efficacité.
Eric,très bien a recommande,5,04/18/23,FR,
Djamel,👏🏾👏🏾🙏🏾🙏🏾,5,04/18/23,FR,
Art Til,HONTE ! VOLEUR !,1,04/17/23,FR,"HONTE ! SERVICE CLIENT DÉSASTREUX ! Client depuis plus de 4 ans, j’ai demandé à être contacté pour clôturer un compte et transférer mes fonds d’un compte à un autre. Personne ne m’a contacté. Mon compte a été clôturé. Et les plusieurs dizaines de milliers d’€ aussi !! Malgré mes demandes, personne ne me contacte !!! VOLEUR, HONTEUX"
Adel,Bien,5,04/17/23,FR,L'échange avec les conseils
Marie Amelie,Qualité de la conseillère,4,04/17/23,FR,La conseillère que j’ai eu a montré un réel intérêt à mon problème et même si elle n’a pas pu accéder à ma demande j’ai vu qu’elle essayait de me proposer des solutions alternatives
CATHERINE,PROCEDURE DE SECURISATION D'UN VIREMENT,5,04/17/23,FR,"J'avais demandé un virement important pour l'achat d'une voiture. Une sécurité s'est déclenché, vous m'avez contacté pour vérifier si c'était bien moi qui l'avait demandé. C'est rassurant. Après vérification, vous avez immédiatement validé ce mouvement de fond. Parfait !"
