id,User Name,Title,Rating,Time,Country,Content,emotion_label,emotion_prob
709,GUIGARD Maurice,JE N'AVAIS PLUS ACCES A MON COMPTE           Pour les vieux comme moi l'accès au…,4,17/05/2023,France,"Je n'avais plus accès à mon compte et pour les vieux comme moi l'accès au service est très compliqué par contre j'ai fini par être mis en relation avec une pêrsonne très patiente, aimable et efficace.",positif,46.91
711,M. Vincent BERVAS,Cette personne en particulier a été…professionnelle,5,17/05/2023,France,Cette personne en particulier a été très professionnelle ce qui n'a pas toujours été le cas auparavant.,positif,40.82
712,VOIRIN,Professionnel,5,17/05/2023,France,Zorha à compris immédiatement ma demande. Elle a réglé le problème aussitôt. Elle est très compétente.,très positif,56.21
713,PHILIPPE,Conseiller agréable et à l'écoute,5,17/05/2023,France,Conseiller agréable et à l'écoute. A répondu à toutes mes questions et m'a permis de modifier certains paramètres sur mon profil permettant ainsi une meilleure utilisation de mon appli.,positif,49.8
715,François DALLE,N'ouvrez pas de compte,1,17/05/2023,France,"Blocage de compte sans raison, personne pour le régler.En fait, c'est plus grave que cela, quelqu'un a réussi à pirater notre compte en réussissant à changer le numéro de mobile...de réfèrence, et le robot stupide du site ne fait que nous envoyer des emails en nous racontant que nous en avons changé alors que notre numéro est chee Orange....le bordel complet avec notre argent ..!!!  Et cela fait 15 mn que j'attends un coup de fil du webmaster...",très négatif,92.37
716,V B,Service client inexistant,1,16/05/2023,France,"Un an après les choses n'ont pas changé. Service client quasi inexistant. Il faut parler à un robot qui donne l'impression d'avoir été développé en 2003 tellement il comprend rien. C'est extrêmement difficile de pouvoir parler à un ""expert"" Orange Bank et quand on peut miraculeusement parler à une personne physique sans avoir cassé son téléphone avant, la conversation dure des plombes. Si longtemps qu'un impératif m'a du faire quitter l'application. J'envoie donc un message pour demander de me donner la réponse par mail, et je n'ai jamais eu ma réponse par mail... Souscrire à cette banque a été l'une des plus grosses erreurs de ma vie. Restez dans la téléphonie mais ne faites pas dans le secteur bancaire vous êtes nuls à c h i e r et vous faites péter des plombs de ouf",très négatif,74.3
717,Claudine,Nouvelle cliente,5,01/06/2023,Réunion,"Bonjour, cliente depuis peu, je change ma note, car la résolution de mon problème a été réglé très rapidement, service client très réactif.merci orangebank.",positif,50.26
719,Vincent,IL EST BON D AVOIR DES INTERVENANTS…,5,16/05/2023,France,IL EST BON D AVOIR DES INTERVENANTS MAITRISANT LE FRANCAIS A L ECOUTE ET EFFICACE CE QUI PERMET UNE REPONSE PLUS CLAIRE RAPIDE CONCISE.,positif,51.79
720,Venise,CONTACT CHALEUREUX,5,16/05/2023,Réunion,elle a su me mettre à l'aise dès le premier contact en  l'autorisant à m'appeler par mon prénom; la patience et surtout l'intelligence de demander conseil à ces collègues afin de trouver une solution à mon problème.,très positif,56.17
721,Client,Modification encours,5,16/05/2023,France,Échange clair et rassurant. Réponse précise,très positif,58.52
723,Catherine Brunetta,J'ai reçu ma carte bancaire une semaine…,4,16/05/2023,France,J'ai reçu ma carte bancaire une semaine après avoir ouvert le compte en ligne mais je n'ai toujours pas accès à mon compte en ligne,très négatif,81.25
725,Madame LE SAUX,Résilier mon contrat,5,16/05/2023,France,Rapidité de la prise en charge de ma demande,très positif,51.28
726,F.J.,Rapide,5,16/05/2023,France,"Rapide, efficace, Immédiat",très positif,70.6
727,Sylvain,Très bon accueil et demande résolue…,5,16/05/2023,France,Très bon accueil et demande résolue rapidement,très positif,61.08
728,Cherif,Tres bon explication et résoudre le…,5,15/05/2023,France,Tres bon explication et résoudre le problème,positif,47.76
729,maxime schnell,Frais alors que compte inactif...,1,15/05/2023,France,"Compte bancaire inutilisé depuis 1 an, demande de paiement d'AGIO et de frais bancaire (pour cause d'inactivité du compte)... Je paie donc cette somme, 1 mois après, on m'informe que mon compte est à nouveau en négatif.Impossible de se connecter via l'app ou le site (servie indisponible pour le moment..) Par contre pour m'imputer des frais la le service est disponible.Je souhaite juste clôturer mon compte, mais avec les délais de réponse, les frais s'accumulent..",très négatif,37.08
730,PATRICK LAVAUD,PRELEVEMENT,5,15/05/2023,France,Besoin d'une information concernant un prélèvement important sur compte bancaire qui doit avoir lieu dans les jours suivants.,positif,42.77
731,Christele,délai trop long pour échanger oralement…,3,15/05/2023,France,"délai trop long pour échanger oralement avec un gestionnaire, le tchat n'est pas efficace lorsqu'on veut évoquer un sujet particulier. Mais après mon interlocuteur a été très agréable et très professionnel.",neutre,54.55
732,Marie Sibi,Honnêtement je ne conseillerais pas…,2,15/05/2023,France,"Honnêtement je ne conseillerais pas spécialement cette banque Application qui plante souvent ! Ils m ont une fois égaré un virement sans que je ne comprenne pourquoi Un Virement a été émis sur mon compte et n’a jamais été réceptionné et m’ont demandé de courir après la banque émettrice alors que ce n’est absolument pas mon rôle. Donc je n’ai jamais réceptionné cet argent alors que pendant plusieurs jours j’ai été baladé par les conseillers qui me disaient  qu’il fallait juste que je patiente.De plus, il refuse de simple service qu’une autre banque vous accorderez , sans même vous donner d’explications et vous donne comme seule excuse qu’ils se réservent le droit de ne pas donner de motif .Tout ce qu’ils veulent, c’est travailler avec  votre argent ne leur demander surtout rien!",très négatif,81.5
733,Ali,Super expérience client avec le conseiller orange Bank,5,15/05/2023,France,"J'ai appelé pour un problème de mise à jour de l'application grâce à l'intervention du technicien il a su m'écouter comprendre et suivre la démarche avec moi pas à pas pour vérifier jusqu'au bout la mise en service de de celle-ci, le conseiller monsieur IRAM très à l'écoute et très patient à la fois un remerciement particulier  HIRAM quand c'est bien il faut savoir le dire bravo à lui et bravo à Orange Bank",très positif,51.7
735,Stephane H.,Cette expérience avait très mal…,4,14/05/2023,Guadeloupe,Cette expérience avait très mal commencé avec la difficulté d'échanger avec l'IA. Mais dès que j'ai pu avoir un conseiller humain tout s'est bien achevé,positif,44.06
736,Delphine 10,credit,5,14/05/2023,France,très bonne relations client,très positif,52.36
737,Pierre,Carte bancaire refusée sur le terminale…,5,13/05/2023,France,"Carte bancaire refusée sur le terminale de paiementj'appelle DINGO qui me dirige vers un conseillécelui-ci m'informe que j'ai atteind le plafond autorisé,Je ne savais pas qui'il y avait un plafond !le conseillé a fait une demande prioritaire pour augmenter ce plafond",très négatif,61.94
738,Monsieur MOREL,Gentillesse de l'opératrice.,5,13/05/2023,France,"Gentillesse de l'opératrice.Pour la mise en relation, pas évident d'appuyer sur la bonne touche",neutre,41.49
739,Marie,TRES BONNE ECOUTE PERSONNE DE L EQUIPE…,5,13/05/2023,France,TRES BONNE ECOUTE PERSONNE DE L EQUIPE ORANGE TRES DISPONIBLE ET COMPREHENSIVE PARFAIT SIMPLE,très positif,50.78
740,Valery,Réactivité,5,13/05/2023,Guadeloupe,Accès compte orange impossible,très négatif,63.77
741,Carolin,Tous les problèmes ont été réglés.,5,12/05/2023,France,Tous les problèmes ont été réglés.Parfait service et bons conseils.2023,très positif,46.24
742,Mehdi Cupaiolo,La personne s'étant chargée de ma…,4,12/05/2023,France,"La personne s'étant chargée de ma demande a été très bien mais les procédures d'Orange Bank sont lentes et peu efficaces (envoi d'une lettre manuscrite par deux fois, temps de traitement longs pour une solution on-line)",neutre,48.12
743,July,Rapide,4,12/05/2023,France,"Rapide , explicatifs",très positif,46.28
744,Dylan,Avis,5,12/05/2023,France,Tout et bien détaillé,très positif,51.07
745,Husne,Personne au service commercial à l…,5,12/05/2023,France,Personne au service commercial à l écoute. A répondu à mes questions sans souci. Merci,très positif,56.73
746,Guen De Cicco,Impossible d'avoir un conseillé en…,1,12/05/2023,France,"Impossible d'avoir un conseillé en ligne, j'ai fais part de mon mécontentement suite à une contestation de prélèvement et le lendemain sans aucune raison ma carte bancaire est bloquée.Aucune réponse à ma demande pour quelle raison est elle bloquée?je fais opposition le 9 mai et la aujourd'hui la date de la demande est changée à aujourd'hui comme ça je suis hors autorisation de découvert plus longtemps et génère des frais bancaire.C'est un comportement irrespectueux alors que je suis cliente chez eux depuis 2018.",très négatif,86.55
747,Alexandre,probleme resolu,4,12/05/2023,France,problème résolu asse vite,neutre,44.43
748,David K.,Très bon accueil de la conseillère et…,5,12/05/2023,France,Très bon accueil de la conseillère et pertinence de la réponse.,très positif,54.88
749,Marie Martine Allais,C'est une vaste escroquerie,1,12/05/2023,France,"C'est une vaste escroquerie, compte ouvert par lassitude lors de l'achat de mon téléphone, j'alimente ce compte pour payer ma facture Orange, cela me compliquant la vie, j'arrête l'opération et retourne au Crédit Agricσle en les prévenant mais comme il se passe 15 jours avant que ça se mette en route ma facture (payée au CA) a été  rejetée, 20€, 2 lettres recommandées, 15€ x 2... bref, ne mettez pas le doigt dedans sinon vous allez y laisser votre chemise! De plus quand on appelle, il y a une ambiance de fête foraine, des discutions, des  conversations voisines et beaucoup d'éclats de rires... ils ont l'air joyeux de nous enfumer.",très négatif,93.08
750,Jean-Pierre Gadenne,Connexion au compte,5,12/05/2023,France,"La personne qui a pris mon appel était patiente, claire et efficace : elle a rapidement trouvé l'origine du problème et sa solution.",positif,45.7
751,Nadir Acef,Bonjour au bout de 3 mois de relance…,1,11/05/2023,France,"Bonjour au bout de 3 mois de relance mon solde ne m'a toujours pas été restitué, j'appelle 3 fois par jours, je n'ai reçu à ce jour aucune réponse à mes mails ni à mes courriers avec A/R.Aucune loi ne permet à Orange Bank de restituer l'argent de vos comptes rapidement, ils peuvent mettre des années à le faire.Cette banque est une escroquerie en bande organisée!!!",très négatif,96.76
752,Helene Danteny,ORANGE BANK Application et conseillers nuls,1,10/05/2023,France,"J'ai ouvert un compte orange bank il y a 3 mois. Mais cela a été une grosse déception. Impossible d'enregistrer des RIB : ORANGE BANK doit vérifier. 10 jours après toujours pas de vérification. J'ai réussi à avoir un conseiller en ligne (1 seule et unique fois). Réponse du conseiller : ORANGE BANK ne peut enregistrer qu'un nombre limité de RIB dans la journée !!! Cela s'est reproduit pour de nouveaux RIB.L'application n'est  absolument pas au point : quant au robot chat, il ne sert pas à grand chose.Seule chose positive, j'ai pu clôturer sans difficulté contrairement à certains commentaires lus.J'ai commencé par mettre mon compte à zéro. J'ai ensuite suivi scrupuleusement la procédure.Il faut prendre la peine de le faire (destruction de la carte et envoi de la preuve sur l'application. Cela a pris une quinzaine de jours mais mon compte a été clôturé.J'ai ouvert un autre compte en ligne et tout roule.",très négatif,78.92
753,bruno,connection impossible,1,10/05/2023,France,"Pour se connecter à l'application smartphone (seul point d'entrée à cette banque), il faut entrer un code reçu par sms. Mais je ne reçois jamais le sms. Le service client est très sympa, mais se reporte sur le service technique. Qui lui n'arrive pas à corriger le problème. Résultat : depuis 4 mois, impossible de me connecter à la banque de ma maman de qui je suis mandataire.Mais comment peut on accepter de n'avoir pas accès à son compte en banque ? C'est proprement une situation insupportable !4 mois bon sang, et pas de solution à ce problème technique. C'est INNACEPTABLE ! Je rappelle encore une fois que cette appli smartphone est la seule porte d'entrée au compte en banque. Il n'y a plus d'accès par un portail internet. pas d'appli, pas d'accès au compte !!!!!!!",très négatif,58.97
754,Denise,Enregistrement de ma CB…,5,10/05/2023,France,10/05 pour l'enregistrement de ma CB sur la nouvelle application car je ne recevais pas de SMS. L'opératrice a su me guider pour mener à bien l'opération.,positif,35.72
